Search,Search Count,Last Search Date
"3573",1,134171624488998612
"3572",1,134171623931932954
"3543",1,134171623889584334
"永",1,134171561718112487
"BZ01-X10",1,134171561021148300
"CXT-1036",2,134171524130406035
"106",1,134171494358422054
"JR-01-020",2,134171460050718646
"JR-01-126",2,134171457972589117
"3557",1,134171426595037153
"天津.*赵工",1,134171012782158779
"永祺安",2,134171009033882641
"\+\+\.dwg$",1,134171008071836801
"^E:\\彭福明\\CAD-图纸\\钜力能\\170.*200",1,134171000441788314
"^E:\\彭福明\\CAD-图纸\\钜力能\\",7,134171000278955075
"200x170x0.3",1,134171000260718779
"^E:\\彭福明\\CAD-图纸\\钜力能\\样品\\JR-01-112 PI款，单面背胶，尺寸：115x110x0\.3mm，功率：双片，单片14\.6V30W，总功率14\.6V60W，长边角出线，线长L1=L3=300mm,末端剥线浸锡3mm，L2=L4=300mm末端剥线浸锡3mm\\",1,134171000234695239
"^E:\\彭福明\\CAD-图纸\\钜力能\\.*105.*135",1,134170989119743124
"^E:\\彭福明\\CAD-图纸\\钜力能\\.*135.*105",1,134170983492927745
"^E:\\彭福明\\CAD-图纸\\钜力能\\.*180",1,134170983129979346
"^E:\\彭福明\\CAD-图纸\\钜力能\\.*102",1,134170982801510042
"^E:\\彭福明\\CAD-图纸\\钜力能\\.*106",1,134170982713984957
"钜",2,134170878303363871
"3601",2,134170843301290013
"导热硅",1,134170824815948638
"^E:\\刁德升\\.*亿",1,134170670253969304
"JRP126",1,134170643717086930
"3565",2,134170624051798456
".xlsx$",1,134170614129462765
"永.安",1,134170595562583556
"JR-",1,134170008795485674
"维修",1,134169752791755949
"冲孔刀模",1,134169276815789576
"CXT-3601 成品通用刀模.dwg",1,134169275978317560
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*230V",1,134169244670990511
"XN-GXP",1,134169231065458158
"3577",7,134169139410379258
"硅胶片",1,134169067848929743
"3459.*dwg$",1,134168937966697095
"电柜",1,134168887209103361
"电箱",1,134168886447163868
"3408",1,134168873937481874
"3469.*dwg$",3,134167175509142336
"CXT-010500113",1,134167106040443032
"3593",2,134166568176360075
"宁德",1,134166504062471751
"沉头",3,134166456672917485
"2810",1,134166307972223266
"浙江丽水",1,134166242908859737
"能亿电子",1,134165662180129117
"测",1,134165463848186380
"-大.",1,134165405076692108
"检测",1,134165403142528531
"0037",1,134164656336483731
"时代高科",56,134164656165626035
"铁氟龙布",2,134164565324547954
"530",1,134164549268938698
"检",1,134164535126581645
"AP01-X02-370Z0",1,134164518684158081
"CXT ",1,134150131840573992
"cxt a4",1,134150100070217945
"3561",1,134149865647413002
"^E:\\阮焕\\项目\\K000453 \(常州大成\)\\.*35.*dwg$",1,134149176227473424
"^E:\\阮焕\\项目\\K000453 \(常州大成\)\\",6,134149176134700826
"3558.*dwg$",1,134149176097919624
"3560",1,134149081865608958
"工程技术资料.*电控箱",1,134149041697238406
"3473",3,134148494100616478
"3558",4,134148482453696385
"3569",1,134148405308977687
"3239.*pdf$",5,134148403288431353
"蓄奇（海宝电池",2,134148110976145696
"3570",1,134148105572398066
"3571",1,134148103113886927
"CNC",2,134147701491365360
"年度",1,134147693904116951
"3566",2,134147532547662942
"37项目",1,134147441589940895
"速波赛",5,134147430598037169
"^E:\\阮焕\\项目\\K000453 \(常州大成\)\\.*割孔",1,134147358788799025
"^E:\\阮焕\\项目\\K000453 \(常州大成\)\\.*割成品",1,134147353972092981
"3559",1,134147308395545348
"亿伟达",2,134146831700602856
"8358",1,134146823105410629
"^E:\\",4,134146772739089762
"nhf.*37",12,134146703444157360
"TFS250905T-06-03-00 ",1,134146467858386394
"1332.*pdf",4,134146465226999376
"1332.*",1,134146465147317293
"TFS241203T-06-03-01-02\(CXT-3566\)",1,134146437967225922
"TFS241203T",1,134146423586256392
"1005",4,134146420333274289
"3515",1,134145550499854807
"大成精密.*dwg$",1,134144647104570109
"3502.*dwg$",3,134144640970502975
"速波塞",1,134143127311558861
"000300031",3,134142381593477879
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\螺丝库\\.*圆柱头",1,134142377282030865
"M5.*12",2,134142371122543073
"0706T",3,134142360462987484
"大成.*dwg$",1,134142271957269788
"大成",4,134142187976284607
"2695",1,134142180029877467
"V2528-01-99",1,134142153057084597
"常州大成",1,134142118612837800
"000300061",1,134142104538703719
"000500019",1,134142098355988681
"000500015",2,134142098092688451
"000500014",2,134142097831654523
"000200059",2,134142096363230802
"WJ-000300031",6,134142094937087832
"平垫.*dwg$",1,134141653978430514
"000500012",1,134141653845475248
"弹垫.*dwg$",1,134141648100732190
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\螺丝库\\.*内六角圆柱头螺钉.*dwg$",1,134141643780519213
"内",1,134141642785085056
"双管夹片M型压线骑马卡",1,134141638181687578
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*热电阻探头.*dwg$",1,134141630278387608
"3476",9,134141628850011242
"3326.*dwg$",4,134141582188867894
"nhf.*40",2,134141581804580451
"航天锂电科技",1,134141394402516243
"618-001",2,134141275154824667
"618",1,134141274858842362
"3546",1,134140463731477484
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*.dwg$",1,134140448716813221
"-D.*dwg$",1,134140448510678866
"CXT-2961",1,134140399586467299
"导热板",1,134140394984487237
"^F:\\Asset\\AutoCAD\\AutoLispVault\\.*opt",1,134140328115400073
"^F:\\Asset\\AutoCAD\\AutoLispVault\\",1,134140326996521094
"913.*dwg$",1,134139730123701906
"comsol.*exe$",1,134139673678364999
"安克",2,134139670719290534
"荟科",2,134139669432196101
"3262.*dwg$",1,134139057782744799
"3538.*dwg$",1,134139057316835751
"3497",1,134139001834867909
"TDA14T-01-01-21-01-01",1,134137147682406078
"3531.*dwg$",1,134136057916390571
"CXT-010301393",1,134135559777368889
"3531",2,134135412504070417
"2863",1,134135412322788317
"3529",3,134135411160377731
"35",1,134135410993118309
"3528.*",1,134135344332035666
"3530",1,134135343032224976
"3526",3,134135243174674671
"3488-a",1,134135217197443325
"1611-004",1,134135194107442045
"AUTO",1,134135137324383885
"3503",3,134134396862746679
"CXT-010301394",2,134134396680043872
"dxf$",1,134134286207061408
"mph",1,134133879204383740
"3506",1,134133721566788013
"2708.*dwg$",1,134133697006538341
"CXT-2708",1,134133695736813954
"德泰",1,134132999635998786
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*探头",1,134132634816849115
"""\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\""  热阻",1,134132634672997138
"""\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\""  温控",2,134132633411303609
"十字.*M3.8.*sld",1,134132630192488341
"十字.*sld",1,134132629715606864
"""\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\""  挡板",2,134132618850996392
"骑马卡",1,134132613647014559
"""C:\Users\Administrator\Desktop\"" ",17,134132613613620624
"""\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\"" ",1,134132611934681314
"""\\User-20230521vs\G\阳帅工作文档\CAD\时代高科\TFS240901TA-06-（03~06）-01-00  230V  1750W   1185x215mm生产资料（6项目通用）---匈牙利项目\"" ",2,134132611879311984
"240901T",1,134132611795091702
"Roaming\FreeCAD ",1,134132106478117939
"伦",1,134131288038582639
"信宇人",7,134131224429909121
"nhf.*37.*dwg$",3,134131146827334217
"技术",4,134131058795134402
"010301375",1,134130935857883924
"前海",1,134130848733640853
"1417.*dxf",1,134130182142891033
"MK0107028",1,134127595313090511
"3226.*dwg$",1,134126908650356216
"sld",2,134126804266683579
"0402.*dwg$",1,134126721371308587
"WJ.*000500003",1,134126622559235605
"37",6,134126515739776727
"xlsx",1,134126504461433094
"dwg.*",1,134126501424671075
"CXT_A4",3,134125943819032965
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*ot",1,134125922447214376
"（编码：WJ-000300040）",2,134125885712482162
"GB╱T 70.2-2008[内六角平圆头螺钉M5×",1,134125882685518177
"WJ-000300040",2,134125882568493333
"问",1,134125767366674245
"3375",1,134125734297552982
"nhf.*040.*dwg$",1,134125717261574617
"nhf.*40.*dwg$",1,134125717185248955
"平垫.*sld",2,134125683531381975
"远东.*pdf$",1,134125672902030187
"2026-01-07",1,134125668189510133
"HFLK2206",1,134125659468777658
"cuix.*",1,134124836372377290
"nhf.*37.*dxf",1,134123906906773479
"泰丰",1,134123383411928183
"868.*dwg$",1,134123383183867304
"3486",3,134123296426277596
"sw",1,134123282100811132
"迈科.*dwg$",1,134123183330733069
"3492.*dwg$",1,134123183053343793
"37.*dwg$",3,134123143459748484
"0204",1,134123139422650194
"0402",1,134123139327618259
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\K000335（迈科锂能（广东）有限公司）\\打样\\.*成品",1,134123100114280108
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\K000335（迈科锂能（广东）有限公司）\\打样\\",2,134123100056434384
"3492",1,134123044046293472
"3491",1,134122557705361313
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\K000335（迈科锂能（广东）有限公司）\\打样\\.*dxf",1,134122516963888651
"航天.*dwg$",1,134122435466949003
"铁氟龙.*dwg$",3,134122396327024268
"铁氟龙布.*dwg$",1,134122395906514045
"nhf.*0037.*dwg$",1,134122393858861769
"CXT-010301367 (MK0107026) 硅胶电热膜 12.8V 50W 408x172mm",1,134122300965158850
"-C.*dwg$",1,134121324524008269
"3489.*dwg$",2,134121316750548443
"3490.*dwg$",1,134120704791879349
"3489.",2,134120704638759800
"3490.",1,134120700438374816
"^E:\\阮焕\\项目\\K000438（航天锂电科技\(江苏\)有限公司）\\64100 硅胶加热片 200W 278\.6x120mm\\",1,134120534137925037
"展开.*dwg$",1,134120509943744993
"3479",2,134120484439308921
"航天",2,134120482080824545
"3413.*dwg$",7,134120472279864585
"3443",8,134120470945118145
"供应商.*硅胶",1,134119040395846679
"creo",1,134118732271978865
"2206",1,134118729932180792
"3051.*dwg",1,134118725029298703
"展开",2,134116438206028256
"TFS240901TA",3,134116436866208321
"0204T",4,134116436829149042
"成品刀模",2,134116415960221100
"CXT-010301010",1,134116370003022239
"匈牙利..*dwg$",1,134116340660110523
"匈牙利.*热电阻.*dwg$",1,134116336505609893
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\TFS240901TA-06-（03~06）-01-00  230V  1750W   1185x215mm生产资料（6项目通用）---匈牙利项目\\.*热电阻",2,134116336301918816
"3481.*",1,134116335545926279
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\TFS240901TA-06-（03~06）-01-00  230V  1750W   1185x215mm生产资料（6项目通用）---匈牙利项目\\",4,134116335273570756
"热电.*",1,134116333960266498
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\客供图纸\\时代高科\\2024\.11\.22（匈牙利项目---6款打样各1片）\\.*热电",1,134116333753804211
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\客供图纸\\时代高科\\2024\.11\.22（匈牙利项目---6款打样各1片）\\",2,134116333681259625
"匈牙利",2,134116333612826314
"3481",2,134116262390753182
"行者源",1,134116224789977252
"3481.*dwg$",1,134116191433149073
"3428.*dwg$",1,134115722738051430
"3476.*dwg$",1,134115722486914502
"热电阻.*dz",1,134115680096377316
"热电阻",1,134115677064893481
"WJ-000300006",2,134115676754392504
"WJ-000300050",2,134115676235741285
"sldbom.*",1,134115585474753574
"哈工.*",1,134114494652874253
"3465",1,134114453718789342
"25",1,134114427555202521
"3482",1,134114401933492649
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\212001000506\(CXT-050700271\) 发热板组件 1237x160x10mm\\.*step",1,134112933084140936
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\212001000506\(CXT-050700271\) 发热板组件 1237x160x10mm\\",2,134112933019897439
"M5.*png$",1,134112921177377430
"dcl",1,134111859254236468
"403-151",2,134111389303160012
"淄博火炬",3,134111372556802636
"CXT-010200462",1,134111364723105809
"3477",1,134111226383915279
"2661",1,134111175463885551
"255x175mm",1,134111033896102997
"199",2,134110984972849693
"3426",1,134110400942071619
"CXT-3479 菲林开料图 SUS304 0.1T+绿膜",1,134110337381297649
"长威",2,134110163779459641
"富威",2,134110107825258195
"3310.*dwg$",10,134110085390359850
"3310",3,134109646788359837
".pat$",2,134109634170774094
"199.*dwg$",1,134109621208988139
"^F:\\Asset\\SolidWorks\\App\\Weldment Profiles\\.*-www.sanweimoxing.com",1,134109514790096766
"^F:\\Asset\\SolidWorks\\App\\Weldment Profiles\\",1,134109514731142366
"shifting-trolley",1,134109332847699856
"探头.*sld",1,134109296240973561
"WJ-000300057",1,134108690304715375
"M3.*sldprt$",1,134108687166577443
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*地线",2,134108666546280264
"3473.*dwg$",1,134108620206559428
"CXT-010301144",1,134108561032597125
"195T",1,134108489454334810
"时代.*199",2,134108404213078136
"内六角沉头螺钉M5×12",3,134107748625619172
"3326",3,134107732656047107
"M5x12.*sldprt",2,134107728014465163
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\螺丝库\\.*M5.*12",1,134107727952247708
"789",1,134107615790054932
"788-1.*dwg",1,134107614502861756
"1925-007",1,134107529212092261
"cxt",3,134106718498057430
"信宇",1,134106690770641655
"万能",1,134106689920459477
"3443.*dwg",1,134106686150037483
"cxt.xlam",2,134106626833890189
"3444",4,134106016616878217
"3413",8,134106016219958907
"永贵",1,134105807842478624
"1.1.*pdf",1,134105783072931188
"3428",4,134105234786550745
"3469",1,134105206621219669
"中",3,134104966264503331
"0905T",2,134104904597172052
"^D:\\",2,134104904552239865
"cypone.*pdf$",1,134104295012882312
"3443.*dwg$",3,134103505583373908
"1.5mm",1,134103476301455421
"3135.*.pdf$",1,134103451286583792
"3344",2,134103198092440553
"30.*14.*dwg$",1,134102683485621051
"3462",4,134102608987892292
"360",1,134100673417292690
"3446",2,134099981886353072
"3445",4,134099980270140498
"3445.*dwg$",3,134099963132268917
"1029",1,134099293756239876
"3444.*dwg$",2,134099232095866183
"1029.*dwg$",1,134099095167075390
"豪鹏",4,134099081240835101
".*xlam",1,134098453095176175
"ntc.*dwg$",1,134098414335587249
"力高",7,134098272636981323
"^E:\\彭福明\\CAD-图纸\\深伟业科技有限公司（东莞市辉环科技有限公司）\\.*dwg$",1,134098008790069605
"^E:\\彭福明\\CAD-图纸\\深伟业科技有限公司（东莞市辉环科技有限公司）\\生产\\CXT-010200499 64V30Ah pi加热膜A（40340000001）& CXT-010200500 64V30Ah pi加热膜B（40340000002）\\",2,134098008709107309
"^E:\\彭福明\\CAD-图纸\\深伟业科技有限公司（东莞市辉环科技有限公司）\\生产\\",3,134098000591961889
"航天锂电",1,134097985823638026
"1500W",2,134097569555792258
"3450",1,134097524394913933
"卓美",2,134097336285968573
"dp420",1,134097206874895479
"眉山",1,134095650654865326
"3369",1,134094828445834506
"3444.*dwg",1,134092821904448876
"热缩.*dwg$",1,134091506089370287
"3441",2,134091167832905670
"3305",3,134090665187706725
"3311",1,134090664919283818
"3321",1,134090664602409653
"3409",1,134090663848043968
"3415",1,134090663198342018
"34",1,134090627410555134
"3448",1,134090506155854711
"3451",1,134090300914404585
"esfunc",1,134090273180915330
"3228",9,134090253641713502
"3353",2,134090238751785008
"3279-001",1,134088622522395518
"3279",3,134088557324239908
"\d+V.\d+ah",1,134088491756590752
"3407.*dwg$",1,134088086682740568
"352028310300062-LTIP613.251000204-加热膜-1P12S-0",1,134087947278260511
"3414.*dwg",1,134087853264389334
"^C:\\Users\\Administrator\\AppData\\Roaming\\Rime\\",2,134087689614547194
"哈工.*3413",1,134087638288024519
"50700266",1,134087006310209145
"^C:\\Users\\Administrator\\Desktop\\项目TFS250610TA发热板图纸\\",3,134086807700683955
"^C:\\Users\\Administrator\\Desktop\\项目TFS250610TA发热板图纸\\.*挡板",1,134086807627300456
"^C:\\Users\\Administrator\\Desktop\\项目TFS250610TA发热板图纸\\.*TBQ-PJ-004-03 热电阻探头C型 2米.DWG",1,134086807429777591
"NH.*37.*dwg$",1,134086775476407398
"NH.*37",2,134086775422904412
"刀模",10,134086761861085380
"^\\\\Desktop-osh296i\\e\\.*线路",1,134086756082364782
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\",3,134086755854004576
"NH.*40",1,134086276752304353
"^D:\\Program Files\\SOLIDWORKS Corp\\SOLIDWORKS\\.*exe$",1,134086180527528187
"^D:\\Program Files\\SOLIDWORKS Corp\\SOLIDWORKS\\",2,134086180476312707
"solidworks",1,134086180427259544
"2025-11-06_09-13",1,134086176618529494
"3436.*dwg$",2,134086113048892292
"大星",3,134085975304093776
"3406-",1,134085935351060782
"牛电",1,134085907607499038
"环氧树脂发热板",1,134085506185314846
"3436",1,134085292952632823
"^D:\\Program Files\\SOLIDWORKS Corp\\.*exe$",1,134085162919158019
"^D:\\Program Files\\SOLIDWORKS Corp\\",2,134085162840974157
"^E:\\.*时代高科",1,134085134503952985
"3415.*dwg$",6,134084429659783949
"3429.*dwg$",1,134084393572601822
"鸿森",2,134084197918200465
"CXT-3436",1,134084176078328487
"3427.*dwg$",1,134081964203206063
"底部环氧发热板",1,134081946739464444
"0905T-06",1,134081901001539330
"奇迹",1,134081881700150066
"中基",5,134080936475138450
"蚂蚁",4,134080936113154269
"6款.*dwg$",1,134080935822536932
"48200（0225）加热膜.zip",1,134080819647390117
"48200（0225）加热膜",1,134080819406137477
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\惠州鸿森绿能\\.*zip$",1,134080819093264191
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\惠州鸿森绿能\\",1,134080818773948604
"鸿森绿能",3,134080813661554937
"3371.*dwg$",1,134080797821835184
"K000443",2,134080797510111301
"奇迹多",1,134080794231719367
"CXT-3415-",1,134080179080836864
"淄博",5,134079241344977451
"3392.*dwg$",1,134079226012710366
"^E:\\彭福明\\CAD-图纸\\钜力能\\.*环氧",1,134079206388711985
"3145.*dwg$",1,134079205025301478
"3396.*dwg$",1,134079183203165861
"3412.*dwg$",1,134079174236121049
"3396",1,134079060876037347
"^E:\\彭福明\\CAD-图纸\\钜力能\\生产\\CXT.*dwg$",1,134079053083579233
"^E:\\彭福明\\CAD-图纸\\钜力能\\生产\\",3,134079052968237370
"^E:\\彭福明\\CAD-图纸\\钜力能\\生产\\.*cxt-3",2,134079052897689277
"^E:\\彭福明\\CAD-图纸\\钜力能\\生产\\.*cxt-2",1,134079052845161604
"CXT-3415",1,134079050939534440
"3376.*DWG",1,134078992681581367
"3392",1,134078557539170611
"3278.*dwg$",3,134078554403518685
"3376",6,134078546465886541
"3320.*dwg$",3,134078539312085079
"^E:\\彭福明\\",2,134077579307945309
"CXT-3261-001",1,134077306707065734
"3396.*",1,134076655976297749
"mp4.*$",1,134075655893413335
"2891.*dwg$",1,134073200615555092
"2944.*dwg$",3,134073200508157229
"冲孔",1,134072958262381881
"蚂",1,134072457330887062
"46.*dwg$",1,134072453491591280
"3371",5,134072355015669130
"3386",1,134072184293661258
"2882.*dwg$",1,134072084452408375
".*大族.*46",1,134070720271355454
".*大族.*40",1,134070720194976640
"3258.*dwg$",3,134070533709783714
"40.*dwg$",1,134070364455617461
"测试.*pdf$",1,134069721823867393
"硅胶发热片.*工序.*pdf$",1,134069558958102846
"硅胶发热片.*pdf$",1,134069558363436116
"pixpin.*exe$",1,134069499629311094
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\CAD-tuzhi\\深圳市大族贝金装备有限公司\\",3,134069485227455721
".*nhf.*44",1,134069046800065436
"^\\\\Desktop-osh296i\\e\\.*供应商.*硅胶",1,134069014702585633
"^\\\\Desktop-osh296i\\e\\",2,134069014434855301
"Wj-000300010",1,134068934525692711
"Wj-000300014",2,134068934188992458
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\CAD-tuzhi\\深圳市大族贝金装备有限公司\\.*CXT-2",1,134068863009370601
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\CAD-tuzhi\\.*贝金",1,134068862764363254
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\CAD-tuzhi\\",1,134068862686900347
"^E:\\SolidWorks Backup\\.*线路",1,134068861332677258
"^D:\\Program Files\\PixPin\\.*pin",1,134068837211456056
"^D:\\Program Files\\PixPin\\",2,134068837159234464
"pixpin",1,134068836972390348
"河南天海",1,134068734913033275
"3239.*pdf",2,134068728586678914
"3292",1,134068631827048804
"新建",1,134068624270644555
"热棒.*docx?$",1,134068060492172288
"热棒.*dwg$",1,134068059603446848
"发热棒.*dwg$",1,134068059391735434
"发热棒",1,134068058480498881
"加热棒.*承认",1,134068057097879918
"加热棒",2,134068056623819574
".*QA",1,134068056533315581
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\CAD-tuzhi\\海目星\\.*doc",1,134068052170938278
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\CAD-tuzhi\\海目星\\",2,134068051973333004
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\海目星\\",2,134068051764934904
"dimstan",1,134067860022903327
"3391.*",1,134067788274973436
"drawing..dwg$",1,134067365101252094
"MK107",1,134067140300862235
"50W",1,134066984039528610
"并联.*dwg$",4,134066942528876579
"并联",2,134066918752423412
"cxt-010200430",1,134066918057666018
"callout.*txt",2,134066304437316292
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\TFS250905T 项目 组件1 & 组件2 & 组件3 各12件\\生产\\TFS250905T-06-05-00 发热板组件3（CXT-050700255）\\",2,134066219759286596
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\TFS250905T 项目 组件1 & 组件2 & 组件3 各12件\\生产\\TFS250905T-06-05-00 发热板组件3（CXT-050700255）\\模型\\",2,134066116258514810
"905",1,134066099792149586
"3332.*dwg$",1,134066050023285440
"3331.*dwg$",1,134066049919356812
"CXT-3258-002 菲林图",1,134066031659471657
"NE2368",1,134066020007852925
"3376.*dwg$",1,134064335945328421
"3323.*dwg$",2,134064333315075267
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\螺丝库\\.*圆柱.*M4",1,134063901238670048
"callout",1,134063845320202156
"37-2401",1,134063830330707141
"00030005",1,134063531379543692
"25Z159-M11A-001-1110-03A 加热板02 200W 195-9",1,134063518654276781
"25Z159-M11A-001-1110-03A 加热板02 200W 195-90（CXT-050700250） 2件",1,134063518584633317
"195.*dwg$",1,134062953179497542
"3329.*dwg$",1,134062880052296272
"0003000",1,134062864174090888
"3122.*pdf$",1,134062832032381337
"900w.*220",1,134062831706062882
"1925",1,134062821848589431
"ne236",1,134062817101379251
"5",1,134062817016377495
"v3027",1,134062036024775911
"折弯",2,134061797732726434
" 陶瓷加热器.*dwg$",1,134061757506390900
"拉.*报告.*docx?$",3,134061748558043386
"陶瓷加热器",1,134061728510720562
"陶瓷.*环",3,134061728377321730
"抗.*折",1,134061314563120808
"拉.*docx?$",1,134061311451250701
"陶瓷",1,134061310237252911
"可靠.*.*docx?$",1,134061309010154581
"3353.*dwg$",4,134060427759060403
"3299.*dwg$",1,134060310687233486
"3336",1,134060310132113598
"泰特",2,134060305306207040
"3018.*dwg$",1,134060280791213870
"2377.*dwg$",1,134060280464447547
"cxt-2860.*dwg$",1,134060280234468797
"cxt-2898.*dwg$",1,134060280003298533
"cxt-3010.*dwg$",2,134060279681918470
"3019.*dwg",1,134060278655887033
"3028.*dwg",1,134060278444578886
"双面.*doc",1,134060277345892666
"tesa",1,134060277116311572
"3312.*dwg$",2,134060273644136470
"江西速波赛",2,134060248940660326
"非标",1,134060229439450762
"NHF240057-181901-003A 底板加热膜 生产线路设计",2,134060041138426191
"NHF240057-181901-003A",1,134059236756867843
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\深圳市大族贝金装备有限公司\\.*线路.*dwg$",1,134059235981164901
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\深圳市大族贝金装备有限公司\\.*dwg$",3,134059235904945614
"1022114504",1,134059148476791345
"3093.*dwg$",1,134057644315616039
"3261.*dwg$",3,134057441562415837
".*3312.*dwg$",1,134057405104835978
"CXT-010200460 PI加热膜R185.92Ω 840x126mm",1,134057403929378107
"3337.*dwg",1,134056851517348614
"3340.*dwg$",1,134056768104160886
"3341.*dwg$",1,134056728472962129
"3346.*dwg$",2,134055706149807184
"40",1,134055648206401203
".*CSV$",4,134054894404024388
"2737.*dwg",1,134054816305547895
"NHF250031-360201-000A （线路设计",1,134054810479063173
"2681.*dwg$",4,134054805793404641
"热电阻.*sldprt$",1,134054160861082502
"时代高",11,134054160184681059
"康万",1,134054117873364015
"3328.*dwg$",1,134054017991949218
"2737.*dwg$",4,134052289889992356
"^E:\\ZWCAD Backup\\.*cxt-",1,134052287370687554
"dcl.*",1,134051764765902698
"3355",1,134051696171957258
"55236",1,134051565615415271
"成品刀",2,134051560612830757
"国赛",1,134051444565841566
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\工程技术资料\\.*胶",1,134051413516407059
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\工程技术资料\\",1,134051413451692927
"3M9448A",1,134051412885572120
"3337",1,134051410041887967
"3203.*dwg$",1,134051405554647089
"3214.*dwg$",1,134051399625950670
"3338",1,134051386671726968
"康万德",2,134051358948909099
"时代.*12T",1,134050802156956243
"3210.*dwg$",4,134050778656076104
"68645",1,134050759405799074
"setup.lsp",1,134050756691937200
"000300010",2,134050663761721594
"3337.*dwg$",1,134050525845265888
"337.*dwg$",1,134050503112597858
"齐王",6,134050485335621028
"drwdot",1,134049980496053663
"3287.*dwg$",2,134049867566339708
"3282-001",1,134049866671596706
"2828.*dwg$",1,134049830589422935
"2975.*dwg$",1,134049830090361313
"3055.*dwg$",1,134049829479632174
"3172.*dwg$",1,134049828667744559
"加热膜上-20251009.dwg",1,134049727836851838
"3200.*dwg$",1,134049726962561077
"sldhwstl",2,134049719369770875
"holewizard",1,134049719019308129
"贝金",2,134049710040612930
"3322",1,134049635196036624
"3332",1,134049634990187608
"3338.*dwg$",1,134049188428162669
"123",1,134049176817004005
"mecha",1,134049075627039509
".*ctb",1,134049052850630820
"cxt-3315",1,134049043979208951
"3215.*dwg$",1,134049034862516698
"3312",2,134049028883583153
"csv$",2,134048974388176442
"3320",2,134048942071786902
"MK0107024",1,134048842162586673
".*贝金.*cxt-\d.*dwg$",4,134048840235512472
"哈工.*xls",1,134048815228757656
"安培时代",1,134048756499561711
"3315",1,134047878898531076
"231101-001A",1,134047257078087494
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\深圳市大族贝金装备有限公司\\.*cxt-\d.*dwg$",1,134047128106157168
"2821.*dwg$",1,134047117385357333
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\深圳市大族贝金装备有限公司\\.*功率",1,134047074262675594
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\深圳市大族贝金装备有限公司\\NHF250040-230101-100A\\客供\\数据集-2025-09-28 13-32-23\\.*sld",1,134047044491388440
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\深圳市大族贝金装备有限公司\\NHF250040-230101-100A\\客供\\数据集-2025-09-28 13-32-23\\.*pdf",1,134047044112751074
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\深圳市大族贝金装备有限公司\\NHF250040-230101-100A\\客供\\数据集-2025-09-28 13-32-23\\",2,134047044071476997
".*大族.*",3,134047040956629039
"抄数",3,134046546434224094
"齐王.*dwg$",1,134046448663342157
